,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company,mileage,seats
11896,city,2017,865000,49013,Petrol,Individual,Automatic,First Owner,Honda,26.0,5
11897,figo,2013,299000,64983,Diesel,Individual,Manual,First Owner,Ford,25.83,5
11899,polo,2013,385000,65000,Petrol,Individual,Manual,First Owner,Volkswagen,20.14,5
11900,amaze,2014,350000,110000,Diesel,Individual,Manual,First Owner,Honda,25.8,5
11902,thar,2022,1650000,10000,Petrol,Individual,Automatic,First Owner,Mahindra,16.55,4
11905,baleno,2017,545000,61518,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.4,5
11907,baleno,2017,615000,36058,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.01,5
11912,swift dzire,2019,691000,16652,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.1,5
11914,wagon r,2015,415000,42500,CNG,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
11915,vitara brezza,2016,669000,70000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
11917,others,2022,16200000,2766,Petrol,Individual,Automatic,First Owner,others,19.01,4
11919,i20,2015,525000,68766,Petrol,Individual,Manual,First Owner,Hyundai,21.9,5
11923,i20,2017,611000,51349,Petrol,Individual,Manual,First Owner,Hyundai,21.9,5
11925,creta,2017,925000,29401,Petrol,Individual,Manual,First Owner,Hyundai,15.29,5
11929,swift,2018,580000,28851,Diesel,Corporate,Manual,First Owner,Maruti Suzuki,16.1,5
11930,brio,2013,229000,38175,Petrol,Individual,Manual,First Owner,Honda,19.4,5
11932,city,2011,375000,78000,Petrol,Individual,Manual,First Owner,Honda,16.8,5
11935,zest,2017,425000,39000,Diesel,Commercial Registration,Manual,First Owner,Tata,17.57,5
11936,rapid,2014,425000,24000,Petrol,Individual,Automatic,Second Owner,Skoda,15.41,5
11937,alto 800,2015,250000,62000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,22.74,5
11938,ertiga,2012,425000,78000,Diesel,Individual,Manual,Second Owner,Maruti Suzuki,25.47,7
11939,santro,2009,120000,48500,LPG,Individual,Manual,Fourth & Above Owner,Hyundai,17.92,5
11940,figo,2014,235000,82000,Diesel,Individual,Manual,Second Owner,Ford,20.0,5
11943,i20,2021,1245000,10530,Petrol,Individual,Automatic,First Owner,Hyundai,17.19,5
11944,i20,2015,549000,61900,Petrol,Individual,Manual,First Owner,Hyundai,17.0,5
11945,polo,2013,484999,78000,Diesel,Individual,Manual,Second Owner,Volkswagen,22.07,5
11946,swift dzire,2014,415000,57402,Petrol,Individual,Manual,First Owner,Maruti Suzuki,26.59,5
11947,santro,2013,200000,57000,CNG,Individual,Manual,First Owner,Hyundai,17.92,5
11951,others,2020,2950000,10700,Petrol,Individual,Automatic,First Owner,Audi,19.02,5
11953,i20,2020,1050000,16282,Petrol,Individual,Automatic,First Owner,Hyundai,18.6,5
11954,verna,2013,470000,66000,Diesel,Individual,Manual,Third Owner,Hyundai,22.32,5
11955,wagon r,2017,345000,72019,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,17.3,5
11958,grand i10,2018,484999,55221,Petrol,Individual,Manual,First Owner,Hyundai,18.9,5
11960,ritz,2011,210000,58888,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,18.5,5
11963,swift dzire,2012,325000,68000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,23.4,5
11964,creta,2019,1390000,29096,Petrol,Individual,Automatic,First Owner,Hyundai,15.29,5
11967,verna,2013,484999,87000,Diesel,Individual,Manual,First Owner,Hyundai,22.32,5
11968,i20,2013,385000,79287,Petrol,Individual,Manual,First Owner,Hyundai,22.54,5
11970,marazzo,2019,1050000,17000,Diesel,Individual,Manual,First Owner,Mahindra,17.3,8
11972,baleno,2016,655000,38779,Petrol,Individual,Manual,First Owner,Maruti Suzuki,27.39,5
11974,ertiga,2016,865000,67000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,20.77,7
11975,verna,2017,699000,67000,Petrol,Individual,Manual,First Owner,Hyundai,22.32,5
11976,verna,2012,425000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,22.32,5
11978,fortuner,2017,2900000,46000,Diesel,Individual,Automatic,First Owner,Toyota,14.24,7
11979,others,2017,4550000,34000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.3,5
11981,others,2016,11500000,27000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,14.8,4
11982,creta,2019,1475000,9576,Petrol,Individual,Automatic,First Owner,Hyundai,15.8,5
11984,others,2021,1764999,1942,Petrol,Individual,Automatic,First Owner,MG,19.01,5
11985,cr-v,2006,250000,119300,Petrol,Individual,Automatic,Third Owner,Honda,11.1,5
11986,alto 800,2016,245000,55000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.74,5
11987,duster,2015,490000,98000,Diesel,Individual,Manual,Second Owner,Renault,19.01,5
11991,i20,2016,560000,75210,Diesel,Individual,Manual,First Owner,Hyundai,23.0,5
11992,fabia,2012,225000,69000,Petrol,Individual,Manual,First Owner,Skoda,20.86,5
11993,rapid,2014,499000,88000,Diesel,Individual,Automatic,Second Owner,Skoda,21.14,5
11994,others,2020,1055000,15000,Petrol,Individual,Automatic,First Owner,Kia,15.42,5
11995,xuv500,2020,2048999,45350,Diesel,Individual,Automatic,First Owner,Mahindra,15.1,7
11998,wagon r,2013,350000,45000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,36.68,5
11999,a6,2014,1450000,33000,Diesel,Individual,Automatic,Second Owner,Audi,17.68,5
12003,i20,2015,575000,67000,Petrol,Individual,Manual,First Owner,Hyundai,21.9,5
12007,others,2020,430000,5790,Petrol,Individual,Manual,First Owner,Maruti Suzuki,20.0,5
12010,swift,2011,295000,87230,Diesel,Individual,Manual,First Owner,Maruti Suzuki,25.2,5
12011,swift,2017,495000,38258,Diesel,Individual,Manual,Second Owner,Maruti Suzuki,28.4,5
12012,city,2019,975000,56881,Petrol,Individual,Manual,First Owner,Honda,25.1,5
12016,others,2014,3200000,60514,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,11.0,5
12018,5 series,2018,5600000,40937,Diesel,Individual,Automatic,First Owner,BMW,18.12,5
12019,swift dzire,2013,560000,37000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,20.85,5
12020,scorpio,2019,1221000,46000,Diesel,Individual,Manual,First Owner,Mahindra,15.4,7
12022,city,2009,295000,70200,Petrol,Individual,Automatic,Second Owner,Honda,17.7,5
12024,creta,2016,950000,73000,Diesel,Individual,Automatic,First Owner,Hyundai,19.67,5
12026,others,2015,2682000,76345,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,13.73,5
12027,alto 800,2017,286000,40564,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.74,5
12028,i20,2013,340000,98500,Diesel,Individual,Manual,First Owner,Hyundai,18.5,5
12032,swift dzire,2014,550000,89000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,23.4,5
12033,others,2021,1485000,13000,Diesel,Individual,Automatic,First Owner,Kia,17.0,5
12035,others,2012,3650000,25500,Petrol,Corporate,Automatic,Second Owner,Audi,17.09,5
12036,grand i10,2020,715000,17000,Petrol,Individual,Automatic,First Owner,Hyundai,18.9,5
12037,others,2012,2485000,44724,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,16.38,7
12039,creta,2017,1050000,97000,Diesel,Corporate,Automatic,First Owner,Hyundai,19.67,5
12041,city,2010,295000,78000,Petrol,Corporate,Manual,First Owner,Honda,16.8,5
12046,ritz,2011,275000,65000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,21.1,5
12048,swift,2013,425000,26000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,22.9,5
12049,scorpio,2020,1475000,78000,Diesel,Individual,Manual,First Owner,Mahindra,15.4,7
12050,innova,2018,1580000,115000,Diesel,Individual,Automatic,First Owner,Toyota,12.99,7
12051,amaze,2021,869000,8700,Petrol,Individual,Automatic,First Owner,Honda,19.0,5
12052,others,2019,5850000,31000,Diesel,Corporate,Automatic,First Owner,Mercedes-Benz,42.0,5
12054,others,2017,9000000,40000,Diesel,Individual,Automatic,Second Owner,others,13.5,5
12056,others,2014,3500000,160000,Petrol,Individual,Automatic,First Owner,others,13.5,5
12061,wagon r,2019,520000,76000,CNG,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
12062,alto,2018,390000,18000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12063,ciaz,2015,540000,38000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.09,5
12064,swift,2018,699000,43000,Diesel,Individual,Automatic,First Owner,Maruti Suzuki,16.1,5
12065,verna,2013,484999,107000,Diesel,Individual,Manual,First Owner,Hyundai,22.32,5
12066,others,2021,7500000,13000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,17.0,4
12068,nexon,2018,1085000,8922,Petrol,Individual,Automatic,First Owner,Tata,21.5,5
12069,alto 800,2013,319000,47800,Petrol,Individual,Manual,First Owner,Maruti Suzuki,24.7,5
12073,others,2022,890000,7500,Petrol,Individual,Manual,First Owner,Tata,17.9,5
12074,wagon r,2012,235000,37000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,20.51,5
12075,grand i10,2016,445000,22402,Petrol,Individual,Manual,First Owner,Hyundai,24.0,5
12076,city,2019,1060000,12382,Petrol,Corporate,Manual,First Owner,Honda,17.8,5
12077,baleno,2017,690000,61000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,21.4,5
12078,others,2018,4200000,90868,Diesel,Individual,Automatic,First Owner,Jaguar,15.42,5
12080,others,2022,12500000,22010,Petrol,Individual,Automatic,First Owner,Land Rover,20.45,5
12085,wagon r,2009,145000,39586,Petrol,Individual,Manual,First Owner,Maruti Suzuki,20.51,5
12086,i20,2018,750000,33647,Petrol,Individual,Automatic,First Owner,Hyundai,18.6,5
12087,xuv500,2016,950000,86000,Diesel,Individual,Manual,First Owner,Mahindra,15.1,7
12088,grand i10,2018,569000,57847,Petrol,Individual,Manual,First Owner,Hyundai,24.0,5
12089,swift dzire,2016,470000,74000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,26.59,5
12090,others,2015,5350000,58000,Diesel,Individual,Automatic,First Owner,others,11.2,5
12092,kwid,2016,299000,26000,Petrol,Individual,Manual,First Owner,Renault,25.17,5
12094,thar,2022,1825000,11000,Diesel,Individual,Automatic,First Owner,Mahindra,16.55,4
12097,others,2019,790000,25000,Petrol,Individual,Automatic,First Owner,Toyota,17.09,5
12098,creta,2017,1095000,39000,Petrol,Individual,Automatic,Second Owner,Hyundai,19.67,5
12100,polo,2015,525000,80852,Petrol,Individual,Automatic,Second Owner,Volkswagen,22.07,5
12101,others,2018,2100000,75592,Diesel,Individual,Automatic,First Owner,others,13.73,7
12102,alto,2014,270000,54420,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12103,corolla altis,2015,894999,39780,Petrol,Individual,Automatic,First Owner,Toyota,14.28,5
12107,creta,2016,960000,37079,Petrol,Individual,Automatic,First Owner,Hyundai,19.67,5
12110,polo,2013,375000,39000,Petrol,Individual,Manual,First Owner,Volkswagen,22.07,5
12111,ritz,2011,300000,90000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,21.1,5
12115,alto,2008,189000,19759,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12117,verna,2014,545000,56000,Petrol,Individual,Manual,First Owner,Hyundai,22.32,5
12118,venue,2022,1085000,3383,Petrol,Individual,Manual,First Owner,Hyundai,18.15,5
12122,5 series,2016,3400000,38000,Diesel,Individual,Automatic,Second Owner,BMW,18.12,5
12125,others,2019,9300000,9000,Petrol,Corporate,Automatic,First Owner,others,13.8,4
12126,wagon r,2016,430000,26600,CNG,Individual,Manual,First Owner,Maruti Suzuki,20.51,5
12128,others,2017,1595000,86000,Petrol,Individual,Automatic,First Owner,Hyundai,23.08,5
12130,i20,2013,375000,29135,Petrol,Individual,Manual,First Owner,Hyundai,18.6,5
12134,jazz,2015,545000,42000,Petrol,Individual,Automatic,First Owner,Honda,16.7,5
12135,others,2017,7900000,11850,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,20.37,5
12138,others,2015,2499000,50623,Diesel,Individual,Automatic,Second Owner,Land Rover,17.45,5
12139,xylo,2012,210000,85000,Diesel,Individual,Manual,Fourth & Above Owner,Mahindra,14.0,7
12140,venue,2022,1097000,1700,Diesel,Individual,Manual,First Owner,Hyundai,18.15,5
12141,polo,2020,1095000,43260,Petrol,Individual,Automatic,First Owner,Volkswagen,16.47,5
12142,wagon r,2015,325000,67738,CNG,Individual,Manual,Second Owner,Maruti Suzuki,18.9,5
12145,swift,2021,745000,14722,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.0,5
12147,compass,2017,1250000,60200,Petrol,Corporate,Automatic,First Owner,Jeep,17.1,5
12148,swift,2017,500000,140000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,25.2,5
12150,city,2011,250000,55000,Petrol,Individual,Manual,First Owner,Honda,17.0,5
12151,vento,2017,650000,51000,Petrol,Individual,Automatic,First Owner,Volkswagen,22.27,5
12152,brio,2014,310000,49000,Petrol,Individual,Manual,Second Owner,Honda,19.4,5
12153,duster,2017,600000,48000,Petrol,Individual,Manual,First Owner,Renault,19.87,5
12154,5 series,2013,1400000,121000,Diesel,Individual,Automatic,First Owner,BMW,18.48,5
12157,5 series,2018,4250000,32000,Petrol,Individual,Automatic,First Owner,BMW,22.48,5
12161,others,2016,5350000,55700,Diesel,Corporate,Automatic,First Owner,others,11.2,5
12164,grand i10,2020,590000,74000,Petrol,Individual,Manual,First Owner,Hyundai,18.9,5
12165,i20,2015,561000,61000,Diesel,Individual,Manual,First Owner,Hyundai,18.5,5
12169,swift,2016,450000,45000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.4,5
12170,xuv500,2016,1375000,75811,Diesel,Individual,Manual,First Owner,Mahindra,16.0,7
12172,swift,2016,525000,64928,Petrol,Individual,Manual,First Owner,Maruti Suzuki,25.2,5
12173,swift dzire,2018,590000,68500,Diesel,Individual,Manual,First Owner,Maruti Suzuki,23.4,5
12175,5 series,2017,3300000,41296,Diesel,Individual,Automatic,First Owner,BMW,18.12,5
12177,wagon r,2020,535000,4295,Petrol,Individual,Manual,First Owner,Maruti Suzuki,20.51,5
12178,vitara brezza,2018,875000,82000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12179,swift dzire,2010,295000,33000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.4,5
12181,creta,2018,969999,68000,Diesel,Individual,Manual,First Owner,Hyundai,17.01,5
12182,city,2022,1700000,8530,Petrol,Individual,Automatic,UnRegistered Car,Honda,17.8,5
12183,others,2018,1789999,46000,Petrol,Individual,Automatic,First Owner,Hyundai,19.02,5
12185,others,2014,4000000,39394,Petrol,Individual,Automatic,Second Owner,Audi,13.5,2
12186,tiago,2018,484999,35000,Petrol,Individual,Automatic,First Owner,Tata,23.84,5
12187,swift,2019,580000,17881,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.21,5
12188,city,2014,450000,48409,Petrol,Individual,Manual,Second Owner,Honda,16.8,5
12189,alto 800,2020,355000,40000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,24.7,5
12193,ecosport,2014,445000,38985,Diesel,Individual,Manual,First Owner,Ford,15.9,5
12195,i10,2011,275000,42000,Petrol,Individual,Manual,First Owner,Hyundai,19.81,5
12199,grand i10,2020,695000,18000,CNG,Individual,Manual,First Owner,Hyundai,18.9,5
12201,city,2009,269000,85000,Petrol,Individual,Manual,Second Owner,Honda,26.0,5
12202,xcent,2018,445000,65555,Diesel,Individual,Manual,Second Owner,Hyundai,20.14,5
12203,others,2021,5950000,35000,Diesel,Individual,Automatic,First Owner,Land Rover,19.7,5
12205,creta,2018,1000000,42000,Petrol,Individual,Automatic,First Owner,Hyundai,20.5,5
12207,others,2022,1550000,600,Petrol,Individual,Manual,First Owner,MG,19.01,5
12211,city,2014,425000,75000,Diesel,Individual,Manual,First Owner,Honda,17.7,5
12214,i20,2016,725000,84000,Diesel,Individual,Manual,First Owner,Hyundai,22.54,5
12215,others,2014,2450000,65000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,0.0,5
12216,ciaz,2017,741000,31000,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,20.73,5
12219,city,2015,645000,64000,Diesel,Individual,Manual,First Owner,Honda,17.8,5
12220,city,2014,550000,85000,Diesel,Individual,Manual,First Owner,Honda,26.0,5
12221,baleno,2017,595000,35000,Petrol,Individual,Automatic,Third Owner,Maruti Suzuki,27.39,5
12224,wagon r,2016,345000,49857,Petrol,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
12225,wagon r,2013,299000,46000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,20.51,5
12226,wagon r,2008,160000,50000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,37.24,5
12227,baleno,2017,570000,36000,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,21.4,5
12228,others,2021,800000,13000,Petrol,Individual,Automatic,First Owner,Renault,17.0,5
12229,wagon r,2018,440000,40000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,20.51,5
12231,eon,2013,315000,45000,Petrol,Individual,Manual,First Owner,Hyundai,21.1,5
12232,alto,2011,227000,87513,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,19.7,5
12233,others,2011,1850000,26000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,14.8,5
12234,others,2022,610000,3800,CNG,Individual,Manual,First Owner,Maruti Suzuki,20.0,4
12235,innova,2018,1995000,35123,Diesel,Individual,Manual,First Owner,Toyota,12.99,8
12236,seltos,2021,1875000,21000,Diesel,Individual,Automatic,First Owner,Kia,17.8,5
12237,creta,2022,1748999,2670,Petrol,Individual,Automatic,First Owner,Hyundai,17.01,5
12238,rapid,2016,640000,124000,Diesel,Individual,Manual,First Owner,Skoda,21.14,5
12239,i20,2016,779000,9889,Petrol,Individual,Manual,First Owner,Hyundai,17.19,5
12240,city,2021,1450000,13000,Petrol,Individual,Automatic,First Owner,Honda,17.8,5
12241,nexon,2018,890000,35000,Petrol,Individual,Automatic,First Owner,Tata,21.5,5
12242,baleno,2017,625000,51145,Petrol,Individual,Manual,First Owner,Maruti Suzuki,27.39,5
12243,others,2019,8500000,13000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,17.0,7
12244,others,2011,2900000,56000,Petrol,Individual,Automatic,Third Owner,Audi,11.2,5
12245,innova,2010,434999,120000,Diesel,Individual,Manual,First Owner,Toyota,12.8,7
12246,others,2018,4550000,45000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,16.38,5
12248,alto 800,2014,249000,56843,CNG,Individual,Manual,Second Owner,Maruti Suzuki,22.74,5
12249,figo,2015,270000,64000,Petrol,Individual,Manual,First Owner,Ford,25.83,5
12250,swift dzire,2019,825000,9644,Petrol,Individual,Automatic,First Owner,Maruti Suzuki,21.21,5
12254,duster,2017,789000,60444,Petrol,Individual,Manual,First Owner,Renault,19.01,5
12257,creta,2019,1400000,13000,Petrol,Individual,Automatic,First Owner,Hyundai,15.8,5
12260,grand i10,2016,450000,53300,Petrol,Individual,Manual,First Owner,Hyundai,24.0,5
12261,city,2019,840000,34000,Petrol,Individual,Manual,First Owner,Honda,17.0,5
12262,others,2021,18500000,21000,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,12.83,4
12263,others,2017,4000000,25500,Diesel,Individual,Automatic,Second Owner,Land Rover,17.8,5
12265,others,2018,2800000,20000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,12.83,5
12267,wagon r,2011,285000,52000,CNG,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
12269,others,2018,1989999,103000,Diesel,Individual,Automatic,First Owner,Skoda,11.5,7
12271,ecosport,2017,620000,92000,Diesel,Individual,Manual,First Owner,Ford,21.7,5
12272,others,2019,5200000,43000,Diesel,Individual,Automatic,First Owner,Jaguar,11.9,5
12273,others,2017,1998999,39328,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,13.5,5
12275,swift,2019,590000,26000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,25.2,5
12276,others,2014,1489000,81000,Diesel,Individual,Automatic,Second Owner,others,11.07,5
12277,swift dzire,2018,685000,92000,Diesel,Individual,Automatic,First Owner,Maruti Suzuki,20.85,5
12280,wagon r,2019,545000,10340,Petrol,Individual,Manual,First Owner,Maruti Suzuki,20.52,5
12282,others,2021,1299000,13400,Petrol,Individual,Manual,First Owner,Maruti Suzuki,14.23,6
12284,others,2017,9000000,7000,Petrol,Individual,Automatic,First Owner,others,17.9,2
12285,swift,2019,550000,29000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,16.1,5
12287,wagon r,2015,445000,67580,CNG,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
12289,eon,2015,360000,16205,Petrol,Individual,Manual,First Owner,Hyundai,21.1,5
12290,others,2007,345000,92000,Petrol,Individual,Automatic,Third Owner,Maruti Suzuki,15.42,5
12291,grand i10,2016,565000,29000,Petrol,Individual,Automatic,First Owner,Hyundai,24.0,5
12292,others,2022,9390000,14000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,19.01,5
12293,tuv300,2017,615000,69000,Diesel,Individual,Automatic,First Owner,Mahindra,18.49,7
12295,x1,2018,2650000,50000,Diesel,Individual,Automatic,Second Owner,BMW,17.05,5
12296,x1,2019,3785000,29221,Diesel,Individual,Automatic,First Owner,BMW,15.71,5
12299,others,2022,6400000,5500,Diesel,Individual,Automatic,UnRegistered Car,Mercedes-Benz,20.0,5
12302,city,2022,1390000,32000,Petrol,Individual,Automatic,First Owner,Honda,16.8,5
12303,others,2018,35000000,9500,Petrol,Individual,Automatic,First Owner,others,19.56,2
12304,others,2020,2990000,17904,Diesel,Individual,Automatic,First Owner,Volkswagen,9.5,5
12305,others,2012,2150000,95000,Diesel,Individual,Automatic,First Owner,Land Rover,13.4,5
12306,wagon r,2013,315000,72000,CNG,Individual,Manual,First Owner,Maruti Suzuki,17.3,5
12309,others,2018,8500000,25275,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,17.8,5
12310,wagon r,2016,400000,67850,CNG,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
12311,nano,2010,49000,60000,Petrol,Individual,Manual,First Owner,Tata,23.9,4
12313,swift,2017,610000,105000,Diesel,Corporate,Manual,First Owner,Maruti Suzuki,17.8,5
12314,creta,2019,1075000,45000,Petrol,Individual,Automatic,First Owner,Hyundai,17.01,5
12316,corolla altis,2018,1321000,38000,Petrol,Corporate,Automatic,First Owner,Toyota,14.28,5
12318,baleno,2021,825000,22000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.4,5
12319,others,2013,1300000,95000,Diesel,Individual,Manual,Second Owner,others,13.4,7
12320,swift,2014,465000,25704,Petrol,Individual,Manual,First Owner,Maruti Suzuki,21.21,5
12321,swift dzire,2016,475000,55353,Diesel,Individual,Manual,Second Owner,Maruti Suzuki,26.59,5
12325,tiago,2018,379000,29434,Petrol,Individual,Manual,Second Owner,Tata,23.84,5
12326,go,2017,240000,42000,Petrol,Individual,Manual,First Owner,others,20.63,5
12329,others,2016,24000000,6000,Petrol,Individual,Automatic,First Owner,others,20.0,2
12330,others,2018,2450000,61000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,13.4,5
12332,others,2019,4275000,31000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,9.0,5
12333,i20,2020,775000,39000,Petrol,Individual,Manual,First Owner,Hyundai,18.6,5
12334,others,2012,229999,52000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,11.2,5
12335,wagon r,2011,280000,54000,CNG,Individual,Manual,First Owner,Maruti Suzuki,18.9,5
12336,eon,2018,300000,51000,Petrol,Individual,Manual,First Owner,Hyundai,21.1,5
12337,alto,2011,160000,72000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12338,alto,2011,150000,65000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12339,others,2020,8300000,50000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,10.71,5
12342,alto 800,2014,210000,42505,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.74,5
12343,i20,2017,625000,42000,Petrol,Individual,Manual,First Owner,Hyundai,21.19,5
12344,others,2017,6900000,42200,Diesel,Individual,Automatic,First Owner,BMW,11.9,4
12346,xuv500,2018,1095000,57000,Diesel,Individual,Manual,First Owner,Mahindra,16.0,7
12347,endeavour,2014,850000,85000,Diesel,Individual,Automatic,First Owner,Ford,12.62,7
12348,others,2016,1600000,128000,Diesel,Corporate,Automatic,Second Owner,Hyundai,12.6,5
12351,ritz,2012,350000,89445,Diesel,Individual,Manual,First Owner,Maruti Suzuki,23.2,5
12353,ciaz,2017,800000,82300,Petrol,Individual,Manual,First Owner,Maruti Suzuki,28.09,5
12354,vitara brezza,2017,710000,73000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12356,polo,2018,720000,50197,Petrol,Individual,Manual,First Owner,Volkswagen,20.14,5
12357,amaze,2014,395000,44527,Petrol,Individual,Manual,First Owner,Honda,15.5,5
12359,ecosport,2014,455000,50000,Petrol,Individual,Manual,Second Owner,Ford,22.77,5
12360,city,2014,690000,37000,Petrol,Individual,Manual,First Owner,Honda,17.4,5
12361,others,2021,13000000,20000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,12.83,7
12365,x1,2022,4500000,17000,Diesel,Individual,Automatic,First Owner,BMW,19.62,5
12366,city,2013,450000,61000,Petrol,Individual,Manual,First Owner,Honda,17.8,5
12368,others,2015,4200000,77000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,15.05,7
12370,city,2018,875000,28000,Petrol,Individual,Manual,First Owner,Honda,17.8,5
12372,others,2021,3500000,7900,Diesel,Individual,Automatic,First Owner,MG,17.9,6
12373,swift dzire,2010,229999,72000,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.1,5
12375,alto,2013,234000,72600,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12378,vitara brezza,2019,1025000,90000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12379,alto,2010,169000,18500,Petrol,Individual,Manual,First Owner,Maruti Suzuki,19.7,5
12380,swift dzire,2017,630000,36000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,19.1,5
12382,swift,2019,700000,11000,Petrol,Individual,Manual,Second Owner,Maruti Suzuki,21.21,5
12383,swift,2021,661000,14366,Petrol,Individual,Manual,First Owner,Maruti Suzuki,22.0,5
12385,tuv300,2017,565000,65000,Diesel,Individual,Manual,Second Owner,Mahindra,18.49,7
12386,innova,2014,750000,126000,Diesel,Individual,Manual,First Owner,Toyota,12.8,7
12389,i20,2016,535000,58339,Diesel,Individual,Manual,First Owner,Hyundai,21.27,5
12390,vento,2011,345000,50667,Petrol,Individual,Automatic,Second Owner,Volkswagen,22.27,5
12391,swift dzire,2019,770000,72040,Diesel,Individual,Automatic,First Owner,Maruti Suzuki,26.59,5
12393,others,2022,1195000,6200,Petrol,Individual,Manual,First Owner,Kia,20.0,5
12394,others,2012,1650000,44000,Petrol,Individual,Automatic,Third Owner,Mercedes-Benz,16.38,5
12397,polo,2016,625000,68000,Petrol,Individual,Automatic,First Owner,Volkswagen,17.2,5
12398,vitara brezza,2018,745000,36000,Diesel,Individual,Manual,First Owner,Maruti Suzuki,24.3,5
12399,santro,2021,551000,19000,Petrol,Individual,Manual,First Owner,Hyundai,20.3,5
12401,others,2019,22000000,35000,Diesel,Individual,Automatic,First Owner,Land Rover,19.7,5
12402,others,2019,3300000,6400,Diesel,Individual,Automatic,First Owner,others,17.9,5
